index,offset,record_length,text
586,0x659f,36,s profesionales para verificar fa 
587,0x65c3,38,llos en la línea de comunicación. 
588,0x65e9,37,14.Medición de frecuencia         
589,0x660e,38,Ingrese al ítem de función del med
590,0x6634,36,"idor de frecuencia, muestre el val"
591,0x6658,36,"or medido del sondeo actual, presi"
592,0x667c,36,one <HOLD> para bloquear el estado
593,0x66a0,36," actual, presione <Fn> para cambia"
594,0x66c4,36,r al modo osciloscopio. El rango  
595,0x66e8,37,de medición de frecuencia es de ha
596,0x670d,37,"sta 1MHz, y el voltaje de la señal"
597,0x6732,36, es de control adaptativo.        
598,0x6756,36,1.Pantalla de inicio              
599,0x677a,36,"Encienda, muestre la interfaz de e"
600,0x679e,36,"ncendido, presione cualquier tecla"
601,0x67c2,37,"para ingresar al menú principal,la"
602,0x67e7,36,esquina superior derecha de la pan
603,0x680b,37,talla muestra la batería y el esta
604,0x6830,36,"do de carga, presione la tecla de "
605,0x6854,37,"dirección para mover el cursor, pr"
606,0x6879,36,esione la tecla <OK> para ingresar
607,0x689d,38,"al ítem de función, presione la te"
608,0x68c3,37,cla <ESC> para salir de la función
609,0x68e8,36,"actual, presione la tecla de luz  "
610,0x690c,36,para encender / apagar la luz de  
611,0x6930,37,"iluminación, presione la tecla <HO"
612,0x6955,36,LD> para bloquear el valor de visu
613,0x6979,37,"alización en la prueba, presione  "
614,0x699e,37,la tecla <F1><F2> para operar segú
615,0x69c3,36,"n las funciones, presione la tecla"
616,0x69e7,36, <Fn> para cambiar el modo de func
617,0x6a0b,39, ión en el ítem de función.       
618,0x6a32,37,2.Medición de voltaje             
619,0x6a57,38,Ingrese al ítem de función de medi
620,0x6a7d,37,"ción de voltaje, muestre el valor "
621,0x6aa2,37,"de medición del sondeo actual, pre"
622,0x6ac7,36,sione <HOLD> para bloquear el valo
623,0x6aeb,36,"r medido, presione <F1> para volve"
624,0x6b0f,36,"r a cero y corregir. Al usar, prim"
625,0x6b33,36,ero conecte en cortocircuito el so
626,0x6b57,37,"ndeo rojo y negro, manténgalo pres"
627,0x6b7c,36,"ionado, presione <F1> nuevamente. "
628,0x6ba0,36,Presione <Fn> para cambiar el modo
629,0x6bc4,37,"de función, presione <Fn>puede cam"
630,0x6be9,37,biar a visualización de voltaje   
631,0x6c0e,36,DC / voltaje AC / forma de onda.  
632,0x6c32,37,El rango de medición de voltaje es
633,0x6c57,37,"de hasta 1000V, el voltaje máximo "
634,0x6c7c,37,"DC es de 1000V, el voltaje máximo "
635,0x6ca1,36,AC es de 700V y el rango se convie
636,0x6cc5,37,rte automáticamente.              
637,0x6cea,37,3.Medición de corriente           
638,0x6d0f,38,Ingrese al ítem de función de medi
639,0x6d35,37,"ción de corriente, muestre la medi"
640,0x6d5a,36,"da actual del sondeo, presione <HO"
641,0x6d7e,36,"LD> para bloquear el valor medido,"
642,0x6da2,36,presione <F1> para volver a cero y
643,0x6dc6,36,"corregir. Al usar, primero conecte"
644,0x6dea,36,en cortocircuito el sondeo rojo y 
645,0x6e0e,37,"negro, manténgalo presionado, pres"
646,0x6e33,36,ione <F1>nuevamente. Presione <Fn>
647,0x6e57,37," para cambiar el modo de función, "
648,0x6e7c,36,presione <Fn> para cambiar a corri
649,0x6ea0,36,ente DC / corriente AC. Presione  
650,0x6ec4,36,<F2> para cambiar al conector de  
651,0x6ee8,37,"medición, mA (verde) significa que"
652,0x6f0d,36,el sondeo rojo se inserta desde el
653,0x6f31,36,"conector mA para medir, y 20A (ama"
654,0x6f55,36,rillo) significa que el sondeo roj
655,0x6f79,36,o se inserta desde el conector 20A
656,0x6f9d,37,para medir. El rango de medición  
657,0x6fc2,36,de corriente es 0-200mA.          
658,0x6fe6,37,4.Medición de resistencia         
659,0x700b,38,Ingrese al ítem de función de medi
660,0x7031,37,"ción de resistencia, muestre la me"
661,0x7056,36,"dida actual del sondeo, presione  "
662,0x707a,36,<HOLD> para bloquear el valor medi
663,0x709e,36,"do, presione <F1> para volver a ce"
664,0x70c2,36,"ro y corregir. Al usar, primero co"
665,0x70e6,36,necte en cortocircuito el sondeo  
666,0x710a,37,"rojo y negro, manténgalo presiona "
667,0x712f,36,"do, presione <F1> nuevamente.     "
668,0x7153,36,Presione <Fn>para cambiar el modo 
669,0x7177,37,"de función, presione <Fn>para camb"
670,0x719c,37,iar a la visualización de resisten
671,0x71c1,37,cia / visualización de voltaje de 
672,0x71e6,37,diodo.         Esta función mide  
673,0x720b,37,el valor de resistencia y la caída
674,0x7230,36, de voltaje directo del diodo al  
675,0x7254,37,"mismo tiempo, sin conversión, el  "
676,0x7279,37,rango de medición de resistencia  
677,0x729e,37,es un valor de resistencia máximo 
678,0x72c3,37,de 5MΩ. El rango se convierte aut 
679,0x72e8,38,omáticamente. La caída de voltaje 
680,0x730e,36, directo del diodo es de hasta    
681,0x7332,36,2.4V.  Cuando la resistencia medi 
682,0x7356,36,"da es inferior a 20 ohmios, se em "
683,0x737a,37,itirá un sonido de consejo para   
684,0x739f,36,indicar el estado de baja resiste 
685,0x73c3,36,"ncia, lo cual es conveniente para "
686,0x73e7,38, determinar si la línea está en   
687,0x740d,36,cortocircuito durante la inspecci 
688,0x7431,37,ón del circuito.                  
689,0x7456,36,5.Osciloscopio                    
690,0x747a,38,Ingrese al ítem de función del osc
691,0x74a0,36,"iloscopio, muestre la forma de ond"
692,0x74c4,36,a del valor medido del sondeo actu
693,0x74e8,36,"al, presione <HOLD> para bloquear "
694,0x750c,36,"el estado actual, bloquee el estad"
695,0x7530,37,o de medición: presione <Arriba>  
696,0x7555,36,para que la forma de onda se mueve
697,0x7579,36," hacia arriba, presione <Abajo> pa"
698,0x759d,36,ra que la forma de onda se mueve  
699,0x75c1,36,"hacia abajo, presione <Izquierdo> "
700,0x75e5,36,para que la forma de onda se mueve
701,0x7609,36," hacia la izquierda, presione <Der"
702,0x762d,36,echa> para que la forma de onda se
703,0x7651,36, mueve hacia la derecha. En estado
704,0x7675,37," de medición normal: <Arriba>, el "
705,0x769a,38,valor del índice de visualización 
706,0x76c0,36,"de voltaje disminuye. <Abajo>, el "
707,0x76e4,38,valor del índice de visualización 
708,0x770a,36,"de voltaje aumenta. <Izquierdo>,  "
709,0x772e,36,el tiempo de escaneo aumenta. <De 
710,0x7752,36,"recho>, el tiempo de escaneo dism "
711,0x7776,36,"inuye. <F1>, desplazamiento posit "
712,0x779a,36,"ivo del nivel de disparo. <F2>,   "
713,0x77be,36,desplazamiento negativo del nivel 
714,0x77e2,37, de disparo. El rango de medición 
715,0x7807,36, de la forma de onda de voltaje   
716,0x782b,36,"es de hasta 1000V, y el rango se  "
717,0x784f,37,convierte automáticamente.        
718,0x7874,36,6.Prueba de pulso de encendido    
719,0x7898,37,Esta función es adecuada para la  
720,0x78bd,37,prueba de señal de alto voltaje de
721,0x78e2,36, encendido de motores de gasolina 
722,0x7906,37,"de automóviles y motocicletas, y  "
723,0x792b,37,detecta la señal de alto voltaje  
724,0x7950,37,de encendido de vehículos. Conecte
725,0x7975,37, el sensor de la señal de encendid
726,0x799a,36,"o, ingrese a la interfaz de prueba"
727,0x79be,37, y coloque la cabeza del sensor (á
728,0x79e3,38,rea de detección de señal) cerca  
729,0x7a09,37,de la línea de alto voltaje de la 
730,0x7a2e,38,señal de encendido del vehículo pa
731,0x7a54,36,ra mostrar la forma de onda de la 
732,0x7a78,37,señal de encendido. Si se trata   
733,0x7a9d,37,de un vehículo que se enciende dir
734,0x7ac2,37,"ectamente, no hay una línea extern"
735,0x7ae7,36,"a de alto voltaje, la cabeza del  "
736,0x7b0b,36,sensor puede estar cerca de la bob
737,0x7b2f,36,"ina de alto voltaje de encendido, "
738,0x7b53,36,que puede mostrar la forma de onda
739,0x7b77,37," de la señal de encendido, en este"
740,0x7b9c,37, momento la intensidad de la señal
741,0x7bc1,38," será relativamente pequeña, prest"
742,0x7be7,38,e atención a la observación. Presi
743,0x7c0d,36,one la tecla <F1> para cambiar al 
744,0x7c31,36,"modo de motor, puede cambiar al mo"
745,0x7c55,36,do de 4 trazos / 2 trazos / centra
746,0x7c79,37,"lita, los motores de automóviles  "
747,0x7c9e,37,comúnmente utilizados son de 4 tra
748,0x7cc3,36,"zos, algunos motores de motociclet"
749,0x7ce7,37,"as son de 2 trazos, los motores má"
750,0x7d0c,37,s antiguos usarán una centralita  
751,0x7d31,37,para distribuir señales de alto vo
752,0x7d56,36,ltaje. en el modo de 4 trazos / 2 
753,0x7d7a,36,"trazos, puede mostrar la velocidad"
754,0x7d9e,36, del motor. Presione <HOLD> para  
755,0x7dc2,36,bloquear el estado actual. En el  
756,0x7de6,37,estado de medición normal: <Arriba
757,0x7e0b,37,">, el valor del índice de visualiz"
758,0x7e30,37,"ación de voltaje disminuye, <Abajo"
759,0x7e55,37,">, el valor del índice de visualiz"
760,0x7e7a,37,ación de voltaje aumenta. <Izquier
761,0x7e9f,36,"do> el tiempo de escaneo aumenta, "
762,0x7ec3,36,<Derecho> el tiempo de escaneo dis
763,0x7ee7,36,minuye.                           
764,0x7f0b,37,7.Medición de frecuencia          
765,0x7f30,38,Ingrese al ítem de función del med
766,0x7f56,36,"idor de frecuencia, muestre el val"
767,0x7f7a,36,"or medido del sondeo actual, presi"
768,0x7f9e,36,one <HOLD> para bloquear el estado
769,0x7fc2,36," actual, presione <Fn> para cambia"
770,0x7fe6,36,r al modo osciloscopio. El rango  
771,0x800a,37,de medición de frecuencia es de ha
772,0x802f,37,"sta 1MHz, y el voltaje de la señal"
773,0x8054,36, es de control adaptativo.        
